0.5142,0.5143,0.5100,0.5121
0.5358,0.5235,0.7983,0.6323
0.5325,0.5322,0.5367,0.5344
0.5300,0.5220,0.7133,0.6028
0.5242,0.5231,0.5467,0.5346
0.5300,0.5227,0.6917,0.5954
0.5408,0.5385,0.5717,0.5546
0.5292,0.5226,0.6750,0.5891
0.5333,0.5312,0.5683,0.5491
0.5417,0.5318,0.6967,0.6032
0.5383,0.5355,0.5783,0.5561
0.5317,0.5245,0.6783,0.5916
0.5492,0.5459,0.5850,0.5648
0.5442,0.5355,0.6667,0.5939
0.5475,0.5435,0.5933,0.5673
0.5667,0.5533,0.6917,0.6148
0.5558,0.5516,0.5967,0.5733
0.5483,0.5391,0.6667,0.5961
0.5658,0.5614,0.6017,0.5809
0.5650,0.5537,0.6700,0.6063
0.5700,0.5660,0.6000,0.5825
0.5600,0.5495,0.6667,0.6024
0.5683,0.5639,0.6033,0.5829
0.5675,0.5570,0.6600,0.6041
0.5592,0.5552,0.5950,0.5744
0.5683,0.5566,0.6717,0.6088
0.5650,0.5602,0.6050,0.5817
0.5633,0.5521,0.6717,0.6060
0.5667,0.5615,0.6083,0.5840
0.5583,0.5486,0.6583,0.5985
0.5617,0.5567,0.6050,0.5799
0.5533,0.5447,0.6500,0.5927
0.5708,0.5645,0.6200,0.5909
0.5600,0.5497,0.6633,0.6012
0.5683,0.5625,0.6150,0.5876
0.5617,0.5514,0.6617,0.6015
0.5675,0.5624,0.6083,0.5845
0.5567,0.5476,0.6517,0.5951
0.5633,0.5588,0.6017,0.5795
0.5600,0.5511,0.6467,0.5951
0.5575,0.5540,0.5900,0.5714
0.5517,0.5443,0.6350,0.5862
0.5508,0.5471,0.5900,0.5678
0.5517,0.5445,0.6317,0.5849
0.5492,0.5450,0.5950,0.5689
0.5467,0.5395,0.6367,0.5841
0.5433,0.5396,0.5900,0.5637
0.5492,0.5421,0.6333,0.5842
0.5475,0.5431,0.5983,0.5694
0.5567,0.5491,0.6333,0.5882
0.5533,0.5502,0.5850,0.5670
0.5542,0.5479,0.6200,0.5817
0.5525,0.5493,0.5850,0.5666
0.5558,0.5486,0.6300,0.5865
0.5583,0.5542,0.5967,0.5746
0.5542,0.5479,0.6200,0.5817
0.5533,0.5497,0.5900,0.5691
0.5592,0.5520,0.6283,0.5877
0.5583,0.5547,0.5917,0.5726
0.5633,0.5564,0.6250,0.5887
0.5625,0.5585,0.5967,0.5770
0.5608,0.5531,0.6333,0.5905
0.5650,0.5600,0.6067,0.5824
0.5642,0.5567,0.6300,0.5911
0.5575,0.5543,0.5867,0.5700
0.5608,0.5541,0.6233,0.5867
0.5608,0.5573,0.5917,0.5740
0.5608,0.5539,0.6250,0.5873
0.5608,0.5571,0.5933,0.5747
0.5592,0.5526,0.6217,0.5851
0.5600,0.5563,0.5933,0.5742
0.5600,0.5537,0.6183,0.5843
0.5650,0.5607,0.6000,0.5797
