2.0733895654,3.4917127905,-1.1364126461,1.6822864837,0.1765792413,-0.0116621206,0.7024286148,3.3107481924,-0.1944930448,-1.5696254129,0.4421802192,-0.2706341303,1.1384197438,-1.5937822714,-0.7019381584,2.5210012459,0.1962839990,3.5514654018,0.4902839528,0.6269971307,0.0000000000
3.7217623627,0.6395469242,-0.5623632443,2.3589353798,0.8578343636,4.0017182694,1.4728046510,2.0464124777,0.8740631151,2.5489803452,0.8292328895,0.8039103108,5.3839516866,2.7829354388,4.5274073762,3.2257354326,1.6899364020,2.8348693640,4.2256180818,0.5683289199,0.0000000000
3.4579310364,4.3747851808,6.2251104390,4.0565827284,5.0550355047,7.4225361385,3.4934521760,3.1408229033,4.6982474089,4.6042314991,3.5511429882,4.7883460683,4.9077317655,6.1121151047,2.5820488550,5.0083064286,3.8212320611,5.4722742207,5.3374001877,7.6438885839,1.0000000000
3.8417671667,5.6422569193,2.6741970200,4.3719122614,3.9832768523,4.1420344897,4.6245583525,5.0665887578,4.9505097957,3.3066501081,2.5178646765,2.3603149405,3.3825734363,1.8720563510,3.2175802635,4.9895410722,2.2090412180,4.7387491795,4.5774275505,2.9574325690,1.0000000000
-0.6698293957,1.1289898451,0.3358360710,0.9256533237,0.9349105515,1.0498869544,1.5035119790,-2.3861489154,0.6525796601,2.3643954944,-0.2362958632,-1.0511601214,0.6363935872,-1.1941990695,-1.4275964501,0.7115039075,0.1373440782,-0.1418817353,1.3464109358,0.0870536297,0.0000000000
-3.0887184334,-2.5367380852,-2.2137333120,-1.5405110308,-3.6716106146,-2.4429932551,-1.6425618648,-2.0192827722,-2.6230841930,-1.2916553889,-1.1908550828,0.3022256458,-4.1982702527,-0.7348184406,-2.7526000716,-2.9027518057,-3.7185548609,-1.6945647516,-1.2527090395,-2.0853548557,1.0000000000
0.3635875213,0.8535145687,3.7832228023,2.3389998068,3.9687526438,0.6309800150,2.1701146701,1.6908720999,2.0337091603,0.8849635872,0.7632130835,2.7905878273,3.6209537902,3.2182588129,3.6981691572,1.3495685626,3.3364087416,0.7378974228,2.8425676539,0.4613465193,0.0000000000
0.7072005540,-0.3221685578,0.4828784093,-2.1922203843,0.0688818578,-0.3379523797,-0.6913509905,-0.4811474530,-0.3539787734,-0.7438934465,0.4671005560,1.2780164780,-1.2162263055,1.3211229754,-1.0347473725,-0.4068310204,-0.1098227478,-0.4792837556,-1.0028927404,0.2715930384,1.0000000000
0.6983943729,3.4887278056,3.0175566433,0.2870676491,4.3511994701,3.0240369021,0.5243302954,1.0508463566,0.3583119004,3.9024513071,-1.1665141739,2.2073632474,2.4673002334,4.5312270887,4.7554729420,2.7291747415,1.2048698056,1.6732721547,3.7102571179,0.2523487273,0.0000000000
3.1839527765,-0.0190555443,-1.2738503549,-0.3875417999,1.4169847278,5.3830914399,0.4253845022,1.7647864808,2.2249803815,2.9081170900,-0.4921126944,-0.6451178566,-1.1904786607,3.5629907369,0.7141563029,-0.2791775049,1.8999095443,-0.1228334742,2.4658419432,1.8344631655,1.0000000000
7.4556529750,6.8126147242,6.1914514146,6.9806451221,5.5991881354,4.4261540485,8.2426948607,5.2578406857,2.6634267808,5.3803712822,4.9825681959,2.4764312083,4.1948162692,5.1786187488,2.8520372261,6.9981428149,3.3180002021,4.5159098734,5.5330897862,5.1498680391,1.0000000000
-4.1354223656,-1.1673339831,-2.1714469660,-2.9739776294,1.1600291194,-4.3267298662,-4.7356876287,-3.7526324295,-3.5370116434,-4.5943874983,-2.8799531991,-2.2705520721,-3.5764524976,-3.3295901059,-2.0155778873,-3.1959531861,-3.8843887822,-4.1481840747,-5.0276554730,-3.0541968986,1.0000000000
1.3243340480,0.6684499474,1.5174392824,1.7588656130,0.3572238887,0.9112098773,2.9362318249,3.7913580207,2.2005732617,0.6478739445,0.9215889312,1.8406913300,-1.0222667404,2.9922122460,0.3387408679,0.0784611545,-1.2149949711,3.1753262499,-0.4080219087,-1.0585949655,1.0000000000
1.9452281896,3.2689422591,1.4395467876,1.0193728315,2.3766587742,2.4828514593,3.6312054228,1.7962740793,2.8359997720,3.1850539351,2.8615626463,3.9511759303,1.1795252532,2.4050391981,1.6602601071,2.8374255837,2.6642280480,1.9183310344,2.8851304603,1.7572640752,0.0000000000
-6.9862579593,-1.8158057506,-3.1590395500,-1.9239262310,-4.3024714405,0.0855819233,-2.6017088578,-5.1076157487,-0.1090621904,-0.8381795027,-1.5360674482,-2.9436877608,-2.8734827133,-3.6786561499,-4.3875836474,-4.8993081253,-2.7033907508,-4.9436197886,-0.6750747165,-3.5557745917,1.0000000000
-0.1612611510,-0.5975963482,0.8196721244,-0.2946560510,2.3541646379,1.4622041213,2.2846571237,1.1914413225,2.1256049562,0.5684930465,0.4003560188,0.8318932289,1.2237332888,0.1510500884,1.5182480617,1.1084714902,-0.3376353021,2.0597001690,1.3616137988,-0.8498539331,1.0000000000
3.4025156650,0.6508500213,2.7208397218,0.3622827117,3.1954633409,-0.2136587391,0.6811269132,0.5830101341,0.1606666555,2.3032831171,5.7408760483,4.8817061952,2.2468729386,2.9242343635,4.7922764763,0.7651853599,3.5133617337,1.1679946183,3.3343601497,1.5934851494,1.0000000000
4.7726173941,3.6383018413,5.4547861827,2.6289183996,0.1208024781,3.4626825882,3.2092186508,0.6643290079,2.3757120185,6.2306564495,3.5778963866,3.0987636699,5.8197854990,8.4717461308,3.1491751635,2.3747965666,6.3389631896,-0.9731949707,3.3441505577,3.9241306975,1.0000000000
0.1861468608,-0.6608249505,-4.0296219765,-0.1195031683,-2.6366242727,-0.4142132880,-2.7796494426,-0.1916234882,0.8902576455,-1.5975883813,-2.7971438679,-2.8693717054,-3.4614699931,-2.8207357417,-3.4776250809,-1.3902935406,-1.8371798203,-0.4735327716,-4.7128487669,-0.9932183146,1.0000000000
5.1000245811,2.5723898926,2.5301555149,3.4481973232,0.7738196646,1.8036844470,3.9735793247,3.5935254044,3.6529619821,4.7444209351,2.6944166639,1.9534763293,5.2376254240,4.0144356149,4.6575648957,2.1945647007,3.0827818008,3.2525942559,2.4834631162,2.4351583672,0.0000000000
6.0515282073,1.2966099263,2.4156857358,1.5787510412,2.0943856860,-1.2618605609,1.1892322840,2.1047629243,-0.8245333231,3.3473055552,5.4128501923,4.1389404214,2.1685772189,2.2379478414,3.7396701676,1.1542731147,3.1687599807,2.6564552716,3.3834717533,1.4187085522,1.0000000000
3.8004740639,2.2332842141,1.2642895964,2.0673473775,2.4940099791,4.9091143525,2.9071614354,3.3368499875,4.0246509562,4.0984405448,3.4828699974,1.9515439882,3.2959777394,3.4050529576,3.6958538523,3.7246166715,3.2199462356,2.2728736888,3.6052497204,3.6390643314,0.0000000000
2.4781277158,3.4759735822,1.7716263180,1.2574021061,2.3665801528,1.2575287916,3.0063165718,1.4280814190,0.9251880446,1.1360566920,0.5244750288,2.1222950841,1.4695844912,1.6269361656,4.3842230020,2.5809206127,1.6048975934,3.2440442542,1.2498098589,3.0772386233,0.0000000000
