-0.7457653001,0.2199698078,1.3410109925,-0.3955377565,-2.3357424057,1.4489303892,-1.3221031283,2.7826734530,-0.7147703033,1.1319064983,-0.9744828469,-1.8481280104,-0.4505277400,-0.5559241380,0.8238177913,2.6776861872,-1.0555242382,0.4560717659,-0.9351885145,-0.5044035661,1.0000000000
3.2400636646,3.2146711214,4.2990399792,1.8884523267,3.3067948765,4.7610320180,3.1565391375,5.0120150867,3.4170693755,4.3247443561,2.6515726301,3.9538714593,3.3754617144,3.7378557513,4.3802401811,7.2394462878,4.4355616705,4.3437236906,3.6625914090,2.7711661794,0.0000000000
2.5943238376,2.1209811467,4.5121182318,3.3837760488,4.2636450507,3.9483893086,5.8263361196,2.5569640442,3.3201976818,3.4192639334,3.4076906125,4.0791756470,3.0943217492,3.0176751201,3.7783629390,3.3732144390,2.9650584465,1.9899539216,3.6530377887,3.3739757011,1.0000000000
2.9786677135,0.2804504724,3.1174036679,3.6844896386,2.3491299677,2.0669279039,2.1678301484,1.2002493608,2.5885836360,2.6348786112,2.8573222191,0.0628216935,2.6496602080,1.0049393781,1.6242264683,0.8691959628,1.6834496076,1.1548052988,0.7758718600,4.3718109026,0.0000000000
6.0471333437,3.9095893545,1.8237702752,5.9143973146,4.7437689445,2.6665046969,2.8100747826,4.6022671684,3.3503643944,4.4914627391,3.8627676151,4.3163776943,5.1995436906,5.3699981104,4.2559380418,4.8563775921,3.4529771780,5.3132752219,3.7512892503,6.0882349705,1.0000000000
-1.8426805487,-0.0369622483,0.9126107471,-1.1761351493,0.4503978205,0.2753824542,1.0491187852,-1.8335934401,0.9915766587,-1.1729113564,0.3744593580,-0.9265733321,-3.2212873099,-1.9880300151,-0.0434706929,0.0746055586,0.6751548449,-2.0333026580,-1.5158598395,-3.7795649914,0.0000000000
-0.2313904160,0.4479136445,-0.3282474317,0.8427271683,0.7360654325,0.2528484359,3.4450129355,2.1464403753,2.2081184349,0.7039003881,0.2789164395,1.8563935339,-1.3819030387,1.4691416311,1.6665938373,6.6790832764,0.0682561493,2.3121004571,0.8760536697,-0.9575716365,1.0000000000
-2.8657466020,-3.1729081816,-2.0838792452,-2.4057249094,-1.7465457605,-3.0196075024,-0.9889357048,0.4171019250,-2.7424537473,-1.7891111818,-0.0359947677,-1.5917169198,-3.8854500271,-1.6173105471,-3.1275063655,-2.1110831744,-2.2647091399,-2.4024773311,-1.5802556440,-5.8112162953,0.0000000000
4.7198853255,2.8395582419,5.6891287422,2.4836652069,2.7952761015,4.2455198817,3.9494439933,1.5354115140,4.4596286506,1.1033457222,1.7833927793,1.3791815367,1.9373366280,2.0165331089,4.5782848104,2.6044071191,3.5378664094,0.6743284984,2.1134329661,1.9749183832,0.0000000000
5.3330628110,2.3204523425,5.0115878086,2.8025190903,1.6216596555,4.2391895734,1.7814454261,1.9204856468,2.8787167447,1.1362892840,1.4860204699,1.5302119731,2.6641048803,1.6582546384,1.9590382945,-0.0989163863,3.0447138336,1.4040545571,1.0517495781,2.3224916542,0.0000000000
7.1366567535,3.9304943981,8.9213576258,4.5342797371,5.2884715945,8.3468518687,4.4230808513,5.5353053387,7.2786279409,6.0136469376,3.6019035268,4.8616899959,6.1737904976,4.2531268771,6.6890968713,7.3887105599,7.6105825976,5.0640374478,3.0543367004,4.2462141835,1.0000000000
-4.4339951255,-3.3085275901,-5.1122312103,-1.8405936380,-4.4965516734,-3.3465103766,-3.2839473747,-3.2408764202,-4.1621941703,-2.9108605744,-2.1727154650,-2.9913255278,-3.7849345944,-3.8135916415,-4.9283449427,-6.8483216226,-4.5845874127,-4.7478737480,-3.4069427183,-1.6716283649,0.0000000000
